N-Gram,2020,2021,2022,2023,2024,2025,Total
literature making environmental considerations one,0,0,0,2,0,0,2
literature study,0,0,0,0,2,0,2
little attention,0,2,0,0,0,0,2
llm simulations,0,0,0,2,0,0,2
llms including,0,0,0,0,2,0,2
local linear,0,2,0,0,0,0,2
local linear regression,0,2,0,0,0,0,2
local propensity,2,0,0,0,0,0,2
local propensity score,2,0,0,0,0,0,2
locally linear,0,0,0,0,2,0,2
locational factors,0,0,2,0,0,0,2
lockdown imposed,2,0,0,0,0,0,2
korean fdi,0,0,2,0,0,0,2
key technologies industry,0,0,0,0,2,0,2
key technologies,0,0,0,0,2,0,2
inputoutput model,0,0,0,2,0,0,2
infrastructure crime,0,2,0,0,0,0,2
infrastructure investment level,0,0,0,0,2,0,2
infrastructure investment level digital,0,0,0,0,2,0,2
infrastructure investment level digital transformation,0,0,0,0,2,0,2
initially aware,0,0,0,0,0,2,2
innovation also,0,0,2,0,0,0,2
innovation economic,0,0,0,0,2,0,2
innovation endogenous,0,0,0,0,0,2,2
innovation endogenous development,0,0,0,0,0,2,2
innovation performance countries,0,0,2,0,0,0,2
innovative consumer,0,0,0,0,2,0,2
innovative consumer characteristics,0,0,0,0,2,0,2
innovative consumers,0,0,0,0,2,0,2
input parameters,0,0,2,0,0,0,2
instability economy instability,2,0,0,0,0,0,2
key findings recent,0,0,0,0,0,2,2
instant runoff,0,0,0,0,2,0,2
instant runoff voting,0,0,0,0,2,0,2
institutional change,0,2,0,0,0,0,2
institutions tend,0,2,0,0,0,0,2
institutions tend wealthy,0,2,0,0,0,0,2
instructions data,0,0,0,2,0,0,2
instrumental variable designs,0,0,0,2,0,0,2
instrumental variable regression,0,2,0,0,0,0,2
insurance protocol,0,0,2,0,0,0,2
integrated assessment,0,0,2,0,0,0,2
integrated assessment models,0,0,2,0,0,0,2
integrated photonics,0,2,0,0,0,0,2
integrating transparent,0,0,0,0,0,2,2
integrating transparent models,0,0,0,0,0,2,2
informed voters,0,0,2,0,0,0,2
information system,0,0,0,0,0,2,2
information study,0,2,0,0,0,0,2
information structure,0,0,0,2,0,0,2
infection rates,0,0,0,0,2,0,2
inference cefr,0,0,2,0,0,0,2
inference mediation,0,0,0,0,2,0,2
inference overidentified,0,0,0,0,0,2,2
inference overidentified models,0,0,0,0,0,2,2
inference paper,2,0,0,0,0,0,2
inflation game,0,2,0,0,0,0,2
inflation real,2,0,0,0,0,0,2
inflation real interest,2,0,0,0,0,0,2
inflation realtime,2,0,0,0,0,0,2
inflation unemployment,0,0,0,0,0,2,2
inflow location,0,2,0,0,0,0,2
influences environmentally,0,0,2,0,0,0,2
influences environmentally conscious,0,0,2,0,0,0,2
influences environmentally conscious behaviour,0,0,2,0,0,0,2
influences quality,0,0,0,2,0,0,2
information diffusion,0,0,0,0,2,0,2
information exchange,0,0,0,0,2,0,2
information flow,2,0,0,0,0,0,2
information leakage games,2,0,0,0,0,0,2
information learning economic,0,0,2,0,0,0,2
information learning economic theory,0,0,2,0,0,0,2
information loss,0,2,0,0,0,0,2
information makes,2,0,0,0,0,0,2
information makes firms,2,0,0,0,0,0,2
information makes firms likely,2,0,0,0,0,0,2
information makes firms likely entry,2,0,0,0,0,0,2
information show,0,0,0,0,0,2,2
information state,0,2,0,0,0,0,2
integrating transparent models llms,0,0,0,0,0,2,2
integration accounting,0,0,0,0,2,0,2
intellectual structures,0,0,0,2,0,0,2
investment level digital,0,0,0,0,2,0,2
investment level digital transformation level,0,0,0,0,2,0,2
involved firms,0,2,0,0,0,0,2
involving discrete,0,0,2,0,0,0,2
involving discrete treatments,0,0,2,0,0,0,2
iran using,0,0,0,2,0,0,2
isoelastic utility,0,0,0,2,0,0,2
issues narrative,2,0,0,0,0,0,2
issues narrative economics,2,0,0,0,0,0,2
items business,2,0,0,0,0,0,2
items business analytics,2,0,0,0,0,0,2
iterative mapping,2,0,0,0,0,0,2
iterative mapping process,2,0,0,0,0,0,2
japan united,2,0,0,0,0,0,2
japan united states,2,0,0,0,0,0,2
jati fractionalization,0,0,0,2,0,0,2
job ladder,0,0,0,0,0,2,2
job performance mediated,0,0,0,2,0,0,2
job training partnership,0,0,0,0,0,2,2
job training partnership act,0,0,0,0,0,2,2
joint distribution,0,0,2,0,0,0,2
kalleh solico,0,0,0,2,0,0,2
kalleh solico pemina,0,0,0,2,0,0,2
kenya nigeria,0,0,2,0,0,0,2
kernel methods,2,0,0,0,0,0,2
kernel regression estimator,2,0,0,0,0,0,2
kernelbased dwad,0,0,2,0,0,0,2
kernelbased dwad estimators,0,0,2,0,0,0,2
key dimensions,0,0,0,0,0,2,2
key findings first,0,0,0,0,0,2,2
investment level digital transformation,0,0,0,0,2,0,2
investment level,0,0,0,0,2,0,2
intelligence agents,0,0,2,0,0,0,2
inverted ushaped relationship,0,0,0,0,2,0,2
intelligence innovation,0,0,0,0,2,0,2
intelligence online shopping,0,0,2,0,0,0,2
intensive extensive,0,0,0,0,2,0,2
intensive extensive margins,0,0,0,0,2,0,2
intentions share,0,0,2,0,0,0,2
interaction function,0,0,0,0,0,2,2
interaction parameter,0,0,0,0,0,2,2
interactions among,0,2,0,0,0,0,2
interactive experiment,2,0,0,0,0,0,2
interdependent total,0,0,0,2,0,0,2
interdependent total factor,0,0,0,2,0,0,2
interdependent total factor productivity,0,0,0,2,0,0,2
interest rate term,0,0,2,0,0,0,2
interest rate term structure,0,0,2,0,0,0,2
interference noncompliance,2,0,0,0,0,0,2
international monetary funds,0,2,0,0,0,0,2
interpersonal comparison,0,0,0,0,2,0,2
intertemporal choice tasks,2,0,0,0,0,0,2
intervention strategy,0,0,0,0,2,0,2
intraday estimation,0,2,0,0,0,0,2
intraday market,0,2,0,0,0,0,2
intraday market returns,0,2,0,0,0,0,2
intrinsic task,0,0,0,0,0,2,2
intrinsic task characteristics,0,0,0,0,0,2,2
introduce novel approach,0,0,0,2,0,0,2
introduced different,2,0,0,0,0,0,2
introduces novel,0,0,0,0,2,0,2
intuition price,2,0,0,0,0,0,2
intuition price formation,2,0,0,0,0,0,2
made male,0,0,2,0,0,0,2
main result,0,0,2,0,0,0,2
inequality restrictions,0,2,0,0,0,0,2
model nationallevel food system,2,0,0,0,0,0,2
modal equilibrium,0,2,0,0,0,0,2
modal shares,0,2,0,0,0,0,2
model agents,0,0,0,0,0,2,2
model also,0,0,0,0,2,0,2
model candidates,0,0,0,0,0,2,2
model chinas,0,2,0,0,0,0,2
model chinas coal,0,2,0,0,0,0,2
model conditions,0,0,0,0,2,0,2
model coupling,0,0,0,0,2,0,2
model experiment,0,0,0,0,2,0,2
model identified,0,0,2,0,0,0,2
model misspecification,0,0,2,0,0,0,2
model nationallevel,2,0,0,0,0,0,2
model nationallevel food,2,0,0,0,0,0,2
model paper,2,0,0,0,0,0,2
models optimal,0,0,0,0,2,0,2
model parameters,2,0,0,0,0,0,2
model physical,0,0,0,2,0,0,2
model physical human,0,0,0,2,0,0,2
model physical human capital,0,0,0,2,0,0,2
model scores,0,0,0,0,2,0,2
model shift,0,2,0,0,0,0,2
model show,2,0,0,0,0,0,2
model unique,0,0,2,0,0,0,2
model unique orderly,0,0,2,0,0,0,2
model unique orderly representation,0,0,2,0,0,0,2
model used,0,2,0,0,0,0,2
modelbased simulations,0,0,2,0,0,0,2
modelling sem,0,0,2,0,0,0,2
modelling sem used,0,0,2,0,0,0,2
mobile population fertility intention,0,2,0,0,0,0,2
mobile population fertility,0,2,0,0,0,0,2
mitigation strategies,0,2,0,0,0,0,2
misspecified models,2,0,0,0,0,0,2
minimal assumptions,0,2,0,0,0,0,2
minimal bayes,0,2,0,0,0,0,2
minimal bayes risk,0,2,0,0,0,0,2
minimax optimal,0,0,0,0,2,0,2
minimax risk,2,0,0,0,0,0,2
minimaxloss bid,0,2,0,0,0,0,2
minimaxloss bid unique,0,2,0,0,0,0,2
minimum bailout,2,0,0,0,0,0,2
minimum distance,2,0,0,0,0,0,2
minimum distance models,2,0,0,0,0,0,2
minimum quotas,2,0,0,0,0,0,2
minimum relaxations,2,0,0,0,0,0,2
minimum wage human,0,2,0,0,0,0,2
minimum wage human drivers,0,2,0,0,0,0,2
minlp arbitrary,0,0,0,0,2,0,2
minlp arbitrary precision,0,0,0,0,2,0,2
minlp arbitrary precision milp,0,0,0,0,2,0,2
misidentification matches,0,0,0,2,0,0,2
misidentification matches lower,0,0,0,2,0,0,2
misidentification matches lower bound,0,0,0,2,0,0,2
misidentification matches lower bound budget,0,0,0,2,0,0,2
misinformation diffusion,0,0,0,0,2,0,2
missing data,2,0,0,0,0,0,2
missing data problem,2,0,0,0,0,0,2
misspecification error incurred,2,0,0,0,0,0,2
misspecified belief,2,0,0,0,0,0,2
misspecified beliefs,2,0,0,0,0,0,2
misspecified beliefs time,2,0,0,0,0,0,2
misspecified beliefs time lags,2,0,0,0,0,0,2
models investigate,0,0,0,0,2,0,2
models paper,0,0,2,0,0,0,2
main results,0,0,2,0,0,0,2
name order,0,0,0,2,0,0,2
multiple populations,0,2,0,0,0,0,2
multiple randomization,0,2,0,0,0,0,2
multiple randomization designs,0,2,0,0,0,0,2
multiple regression,2,0,0,0,0,0,2
multiple regression techniques,2,0,0,0,0,0,2
multiple rounds,2,0,0,0,0,0,2
multiple testing,0,0,2,0,0,0,2
multiplex networks,2,0,0,0,0,0,2
multiprior preferences,2,0,0,0,0,0,2
multiunit auctions,0,2,0,0,0,0,2
multivariate squareroot,0,0,0,0,0,2,2
multivariate squareroot lasso,0,0,0,0,0,2,2
music streaming,0,0,0,0,0,2,2
music streaming platforms,0,0,0,0,0,2,2
namely gini,0,2,0,0,0,0,2
models propose,0,0,0,0,0,2,2
namely gini index,0,2,0,0,0,0,2
namely gini index income,0,2,0,0,0,0,2
nash equilibria,0,0,0,0,0,2,2
nationallevel food,2,0,0,0,0,0,2
nationallevel food system,2,0,0,0,0,0,2
nationally representative,0,2,0,0,0,0,2
nationally representative survey,0,2,0,0,0,0,2
nations health,2,0,0,0,0,0,2
nations health populations,2,0,0,0,0,0,2
natural capital income,0,0,0,2,0,0,2
natural language processing techniques,0,0,0,0,2,0,2
natural resourceseeking,0,0,2,0,0,0,2
nature housing,0,0,0,0,2,0,2
nature housing prices,0,0,0,0,2,0,2
multiple linear regressions,0,0,2,0,0,0,2
multiple linear,0,0,2,0,0,0,2
multiple indicator cluster surveys,2,0,0,0,0,0,2
multiple indicator cluster,2,0,0,0,0,0,2
models study,0,2,0,0,0,0,2
models techniques,0,0,0,0,2,0,2
models traditionally,0,0,0,2,0,0,2
moderate inflation,0,2,0,0,0,0,2
moderating role,0,0,0,2,0,0,2
modern applications,0,0,0,0,0,2,2
moment connectedness,0,0,0,0,0,2,2
moment problem,2,0,0,0,0,0,2
moment restrictions,0,0,2,0,0,0,2
monetary funds,0,2,0,0,0,0,2
monetary policy shock,0,0,0,0,2,0,2
monetary union,0,0,0,0,0,2,2
monotone persuasion,0,0,0,0,2,0,2
monotone signals,0,0,0,0,2,0,2
monotonicity paradoxes,0,0,0,0,2,0,2
monte carlo simulation,0,0,0,0,2,0,2
monte carlo simulations,0,0,0,2,0,0,2
mortality using,2,0,0,0,0,0,2
motivated restrictions,0,0,0,0,2,0,2
motivations locational,0,0,2,0,0,0,2
motivations locational factors,0,0,2,0,0,0,2
moving average,0,0,0,0,2,0,2
multicriteria decision,2,0,0,0,0,0,2
multicriteria decision analysis,2,0,0,0,0,0,2
multiissue claims,0,0,0,0,2,0,2
multiissue claims problems,0,0,0,0,2,0,2
multiplatform integration,0,0,0,0,2,0,2
multiple ethical,0,0,0,2,0,0,2
multiple indicator,2,0,0,0,0,0,2
million bevs,2,0,0,0,0,0,2
mild assumptions,0,0,0,0,0,2,2
migration patterns,0,0,0,0,2,0,2
market supposed isoelastic,0,2,0,0,0,0,2
marginal costs,0,2,0,0,0,0,2
marginal distributions,0,0,0,0,2,0,2
marginal effects,0,0,2,0,0,0,2
marginal emission factor estimation,0,0,0,0,2,0,2
market analysis,0,0,2,0,0,0,2
market collapse,0,0,0,2,0,0,2
market design distributional,0,0,2,0,0,0,2
market design distributional objectives,0,0,2,0,0,0,2
market mechanisms,0,0,2,0,0,0,2
market merchants,0,0,0,0,0,2,2
market price,0,0,0,2,0,0,2
market prices,0,0,0,0,2,0,2
market sharing,0,0,0,0,0,2,2
market supposed,0,2,0,0,0,0,2
market supposed isoelastic demand,0,2,0,0,0,0,2
migration flows,0,0,0,0,2,0,2
marketing communication mix,0,0,2,0,0,0,2
marketing literature,0,0,0,2,0,0,2
marketing literature making,0,0,0,2,0,0,2
marketing literature making environmental,0,0,0,2,0,0,2
marketing literature making environmental considerations,0,0,0,2,0,0,2
markets firms,2,0,0,0,0,0,2
markets firms industry,2,0,0,0,0,0,2
markovswitching observationdriven,0,0,0,0,2,0,2
maryland comparison,2,0,0,0,0,0,2
maryland comparison multiple,2,0,0,0,0,0,2
maryland comparison multiple regression,2,0,0,0,0,0,2
maryland comparison multiple regression techniques,2,0,0,0,0,0,2
matches lower,0,0,0,2,0,0,2
matches lower bound,0,0,0,2,0,0,2
marginal change,0,0,0,0,2,0,2
marginal abatement cost,0,0,2,0,0,0,2
marginal abatement,0,0,2,0,0,0,2
mapping process,2,0,0,0,0,0,2
main trunk,0,2,0,0,0,0,2
main trunk service,0,2,0,0,0,0,2
majority failures,0,0,0,0,2,0,2
makes firms,2,0,0,0,0,0,2
makes firms likely,2,0,0,0,0,0,2
makes firms likely entry,2,0,0,0,0,0,2
makes firms likely entry market,2,0,0,0,0,0,2
making environmental,0,0,0,2,0,0,2
making environmental considerations,0,0,0,2,0,0,2
making environmental considerations one,0,0,0,2,0,0,2
making environmental considerations one important,0,0,0,2,0,0,2
male adults travelling,0,0,2,0,0,0,2
male adults travelling children,0,0,2,0,0,0,2
male students,0,0,2,0,0,0,2
management consulting,2,0,0,0,0,0,2
management variable,0,0,2,0,0,0,2
managers companies,0,0,0,2,0,0,2
managing demographic,0,0,0,2,0,0,2
managing demographic transitions,0,0,0,2,0,0,2
mandated mental,0,0,2,0,0,0,2
mandated mental health,0,0,2,0,0,0,2
mandated mental health treatment,0,0,2,0,0,0,2
manipulation successful,0,0,0,0,2,0,2
manipulation successful increases,0,0,0,0,2,0,2
manipulation successful increases voters,0,0,0,0,2,0,2
manipulation successful increases voters expected,0,0,0,0,2,0,2
many applications,0,0,2,0,0,0,2
many covariates,0,0,2,0,0,0,2
many problems,0,0,0,0,0,2,2
matches lower bound budget,0,0,0,2,0,0,2
matches lower bound budget approaches,0,0,0,2,0,0,2
matching lower,0,0,0,2,0,0,2
mean absolute,0,0,0,2,0,0,2
mean squared,0,0,0,0,0,2,2
mean squared error,0,0,0,0,0,2,2
measure subjective,0,0,0,2,0,0,2
measure subjective probability,0,0,0,2,0,0,2
measurement error introduced,2,0,0,0,0,0,2
measurement error introduced different,2,0,0,0,0,0,2
mechanism design,0,0,0,0,2,0,2
media engagement,0,0,2,0,0,0,2
media users,0,0,2,0,0,0,2
mediated wellbeing,0,0,0,2,0,0,2
mediation model,0,0,0,0,2,0,2
mediumsized enterprises,0,0,0,0,2,0,2
meritocratic systems,0,0,0,0,0,2,2
metaanalytical structural,0,2,0,0,0,0,2
metaanalytical structural equation,0,2,0,0,0,0,2
metaanalytical structural equation modeling,0,2,0,0,0,0,2
method estimating,0,2,0,0,0,0,2
method estimating lorenz,0,2,0,0,0,0,2
method estimating lorenz curve,0,2,0,0,0,0,2
method first,2,0,0,0,0,0,2
method satisfying,0,0,0,2,0,0,2
methods compensate,0,0,0,0,0,2,2
methods estimating,0,0,0,0,0,2,2
methods machine,2,0,0,0,0,0,2
methods machine learning,2,0,0,0,0,0,2
methods study,0,0,0,0,2,0,2
methods study highlights,0,0,0,0,2,0,2
metropolitan regions,0,0,2,0,0,0,2
middle classes,0,0,0,0,0,2,2
mean square,0,2,0,0,0,0,2
mcp mechanism,0,0,2,0,0,0,2
matching market,0,0,0,2,0,0,2
mays theorem,0,0,0,2,0,0,2
matching network,0,0,0,0,0,2,2
matching obtained deferred,0,0,2,0,0,0,2
matching obtained deferred acceptance,0,0,2,0,0,0,2
matching obtained top,0,0,2,0,0,0,2
matching obtained top trading,0,0,2,0,0,0,2
matching obtained top trading cycles,0,0,2,0,0,0,2
materials economy,2,0,0,0,0,0,2
mathematical folk,0,0,0,0,0,2,2
mathematical folk puzzles,0,0,0,0,0,2,2
mathematical model,2,0,0,0,0,0,2
mathematical model nationallevel,2,0,0,0,0,0,2
mathematical model nationallevel food,2,0,0,0,0,0,2
mathematical model nationallevel food system,2,0,0,0,0,0,2
mathematical puzzles mathematical,0,0,0,0,0,2,2
mathematical puzzles mathematical thinking,0,0,0,0,0,2,2
mathematics biology,2,0,0,0,0,0,2
matrixvariate time,0,0,2,0,0,0,2
matrixvariate time series,0,0,2,0,0,0,2
mauritius south,0,0,0,2,0,0,2
mauritius south africa,0,0,0,2,0,0,2
maximally contextually private protocol,0,2,0,0,0,0,2
maximum entropy,0,0,0,0,2,0,2
maximum likelihood estimation,0,0,0,0,0,2,2
maximum likelihood estimation tmle,0,0,0,0,0,2,2
may belong,0,0,2,0,0,0,2
may lead,0,2,0,0,0,0,2
may require,0,0,0,0,2,0,2
may vary,0,0,2,0,0,0,2
may want,0,0,2,0,0,0,2
inequality within,0,0,0,0,2,0,2
inequality index could,0,2,0,0,0,0,2
estimation methods,0,0,0,0,0,2,2
foreign aid,0,0,0,2,0,0,2
food delivery services,0,0,0,0,0,2,2
food exporting,0,0,0,2,0,0,2
food exporting companies,0,0,0,2,0,0,2
food inflation,0,0,2,0,0,0,2
food markets,0,0,0,0,0,2,2
food security,0,0,0,2,0,0,2
food systems,2,0,0,0,0,0,2
forecast encompassing,0,0,0,2,0,0,2
forecast encompassing principle,0,0,0,2,0,0,2
forecast errors,0,0,0,2,0,0,2
forecast exports,0,0,0,2,0,0,2
forecasting methods,0,0,0,2,0,0,2
forecasting skill,0,0,0,2,0,0,2
forecasting tournament,0,0,0,2,0,0,2
foreign investment,0,0,0,0,2,0,2
framework predict,0,0,0,2,0,0,2
forhire human,0,2,0,0,0,0,2
forhire human drivers,0,2,0,0,0,0,2
form adaptation,2,0,0,0,0,0,2
formal sector,0,0,2,0,0,0,2
formation entrepreneurial,0,0,0,2,0,0,2
formation rationale,2,0,0,0,0,0,2
formulate problem,0,0,0,2,0,0,2
forward orthogonal,0,0,2,0,0,0,2
forward orthogonal deviations,0,0,2,0,0,0,2
forwardlooking agents,0,0,2,0,0,0,2
fossil resource,0,0,2,0,0,0,2
fossilfueled vehicles,2,0,0,0,0,0,2
fractionalized communities,0,0,0,2,0,0,2
framework designing,0,0,0,0,0,2,2
food delivery,0,0,0,0,0,2,2
food component,0,0,2,0,0,0,2
food commodity,2,0,0,0,0,0,2
following drone strikes,0,2,0,0,0,0,2
finite normalform,0,0,0,2,0,0,2
finite normalform games,0,0,0,2,0,0,2
finite number show,0,0,0,0,0,2,2
finite singularity,0,0,0,0,0,2,2
finite singularity type,0,0,0,0,0,2,2
finitehorizon dynamic oligopoly,0,0,0,0,0,2,2
firms banks,0,0,0,0,0,2,2
firms banks households,0,0,0,0,0,2,2
firms coworkers,0,0,0,0,0,2,2
firms industry firms,2,0,0,0,0,0,2
firms likely,2,0,0,0,0,0,2
firms likely entry,2,0,0,0,0,0,2
firms likely entry market,2,0,0,0,0,0,2
firmtofirm networks,0,0,0,0,2,0,2
first announcement,2,0,0,0,0,0,2
first announcement mergers,2,0,0,0,0,0,2
first objective,0,0,0,0,2,0,2
first passage,0,0,2,0,0,0,2
first time,2,0,0,0,0,0,2
first two,0,0,2,0,0,0,2
fishing effort,2,0,0,0,0,0,2
fitnesscomplexity algorithm,0,0,2,0,0,0,2
fixedeffect estimator,0,0,2,0,0,0,2
fixedroute transportation,0,2,0,0,0,0,2
flow management,0,2,0,0,0,0,2
foak cost,0,0,0,0,2,0,2
fod transformation,0,0,2,0,0,0,2
folk puzzles,0,0,0,0,0,2,2
following drone,0,2,0,0,0,0,2
framework orthogonal,0,0,2,0,0,0,2
framework predict gentrification,0,0,0,2,0,0,2
generations model,2,0,0,0,0,0,2
gender stereotypes,0,0,2,0,0,0,2
games increasing players,0,2,0,0,0,0,2
games increasing players quadratic,0,2,0,0,0,0,2
games increasing players quadratic costs,0,2,0,0,0,0,2
games isoelastic demand,0,2,0,0,0,0,2
games pre,0,0,0,2,0,0,2
gamma prior,0,0,0,2,0,0,2
gas turbine,2,0,0,0,0,0,2
gaussian bandits,0,0,0,2,0,0,2
gaussmarkov theorem,0,0,2,0,0,0,2
gdp per capita growth,2,0,0,0,0,0,2
gdp using,0,0,0,2,0,0,2
gender bias,0,0,0,0,2,0,2
gender biases property,0,0,0,0,2,0,2
gender norms,2,0,0,0,0,0,2
genderbased income,0,0,2,0,0,0,2
framework study,2,0,0,0,0,0,2
genderbased income inequality,0,0,2,0,0,0,2
genderbased income inequality canada,0,0,2,0,0,0,2
general case,0,0,0,0,0,2,2
general class,2,0,0,0,0,0,2
general equilibrium,2,0,0,0,0,0,2
general framework,0,0,2,0,0,0,2
general nonlinear,0,0,2,0,0,0,2
general nonlinear sieve,0,0,2,0,0,0,2
general random,0,0,0,0,0,2,2
general random variables,0,0,0,0,0,2,2
general value functionals,0,0,0,0,0,2,2
generalized method,0,0,0,2,0,0,2
generalized riesz,0,0,0,0,0,2,2
generalized riesz regression,0,0,0,0,0,2,2
games increasing,0,2,0,0,0,0,2
game theory,0,0,0,2,0,0,2
game determine,2,0,0,0,0,0,2
gainloss asymmetry,0,2,0,0,0,0,2
framework understanding human,0,0,0,0,2,0,2
framework understanding human work,0,0,0,0,2,0,2
frechet bound,0,0,0,0,2,0,2
frechet bounds,0,0,0,0,2,0,2
freight components,0,0,0,0,2,0,2
freight industry,0,0,0,0,2,0,2
freight volumes disruptions,0,0,0,0,2,0,2
frequency duration,0,0,0,0,2,0,2
frontier models,0,0,0,2,0,0,2
ftrl algorithm,0,2,0,0,0,0,2
full conditional,2,0,0,0,0,0,2
full open,0,0,0,0,0,2,2
full open price,0,0,0,0,0,2,2
full open price simplex,0,0,0,0,0,2,2
fullsample gmm,0,0,0,0,0,2,2
fully decentralized,0,0,2,0,0,0,2
function defined,0,0,2,0,0,0,2
function intervals,0,0,0,0,0,2,2
functional framework,0,0,0,0,0,2,2
functional framework analyzing,0,0,0,0,0,2,2
functional principal,0,0,2,0,0,0,2
functional principal component,0,0,2,0,0,0,2
functions agents,0,0,0,0,2,0,2
functions building,0,0,0,0,0,2,2
fund kenfo,0,0,0,0,2,0,2
fund volume,0,0,0,0,2,0,2
fundamental questions,0,2,0,0,0,0,2
future productivity,2,0,0,0,0,0,2
future work,2,0,0,0,0,0,2
findings underscore,0,0,0,2,0,0,2
findings study,0,0,0,2,0,0,2
findings reveal,0,0,0,2,0,0,2
existence involuntary,2,0,0,0,0,0,2
evidence beyond average,0,0,0,0,2,0,2
evidence beyond average effect,0,0,0,0,2,0,2
ewm approach,0,0,0,0,0,2,2
exact implementation,0,0,0,0,2,0,2
examines relationship,0,0,0,0,2,0,2
exchange market,0,0,0,0,0,2,2
exchange models,0,0,2,0,0,0,2
exchange rate money,0,2,0,0,0,0,2
exchange rate money supply,0,2,0,0,0,0,2
exchange redistribution,0,0,2,0,0,0,2
execution assurance,0,0,0,0,0,2,2
existence access,0,0,0,2,0,0,2
existence connected stronglyproportional,0,0,0,2,0,0,2
existence connected stronglyproportional allocation,0,0,0,2,0,0,2
existence involuntary unemployment,2,0,0,0,0,0,2
findings results obtained,0,0,0,2,0,0,2
existing approaches,0,0,0,0,0,2,2
expectation functions,0,0,2,0,0,0,2
expected win percentage model,0,2,0,0,0,0,2
experiment results,0,0,0,0,0,2,2
experimental observational,0,0,0,0,0,2,2
experiments network,2,0,0,0,0,0,2
experiments network interference,2,0,0,0,0,0,2
experiments network interference noncompliance,2,0,0,0,0,0,2
explain almost,0,2,0,0,0,0,2
explanatory power,0,2,0,0,0,0,2
explicit mean,0,2,0,0,0,0,2
explicit mean square,0,2,0,0,0,0,2
exploitation state,2,0,0,0,0,0,2
exploitative individuals,0,0,0,2,0,0,2
evidence beyond,0,0,0,0,2,0,2
even though,0,2,0,0,0,0,2
evaluation predictive algorithms,0,0,2,0,0,0,2
evaluation predictive,0,0,2,0,0,0,2
estimation model,0,2,0,0,0,0,2
estimation new,0,0,0,0,0,2,2
estimation riesz regression,0,0,0,0,0,2,2
estimation tmle,0,0,0,0,0,2,2
estimator average,0,2,0,0,0,0,2
estimator smooth,0,0,2,0,0,0,2
estimator smooth instruments,0,0,2,0,0,0,2
estimators also,0,0,0,0,2,0,2
estimators bounds,0,2,0,0,0,0,2
estimators grouped,0,0,2,0,0,0,2
estimators grouped panel,0,0,2,0,0,0,2
estimators grouped panel data,0,0,2,0,0,0,2
estimators grouped panel data models,0,0,2,0,0,0,2
estimators provide,0,0,0,0,0,2,2
estimators unbiased,0,0,2,0,0,0,2
estimators variance,0,0,0,2,0,0,2
ethical implications,0,2,0,0,0,0,2
ethics ethical,0,2,0,0,0,0,2
ethics ethical implications,0,2,0,0,0,0,2
european banking system,0,0,0,0,0,2,2
european countries,0,0,2,0,0,0,2
european defence,0,0,0,0,2,0,2
european defence readiness,0,0,0,0,2,0,2
european electricity,0,2,0,0,0,0,2
european electricity sector,0,2,0,0,0,0,2
european union,0,0,0,2,0,0,2
eurozone inflation,2,0,0,0,0,0,2
eurozone inflation real,2,0,0,0,0,0,2
eurozone inflation real interest,2,0,0,0,0,0,2
exploratory individuals,0,0,0,2,0,0,2
explores role,0,0,0,2,0,0,2
export contracts,0,0,0,2,0,0,2
fast delivery,0,0,2,0,0,0,2
fdi kazakhstan russia,0,0,2,0,0,0,2
fdi kazakhstan russia uzbekistan,0,0,2,0,0,0,2
feature engineering,0,0,0,0,2,0,2
feature model,0,0,0,0,0,2,2
feature selection,0,0,2,0,0,0,2
fee mechanisms,0,0,0,0,2,0,2
feedback loop,0,0,0,0,2,0,2
female students,0,0,2,0,0,0,2
fertility intentions,0,2,0,0,0,0,2
fertility rate,0,2,0,0,0,0,2
finally application,0,0,0,0,0,2,2
finalyear university,0,0,0,2,0,0,2
finalyear university students,0,0,0,2,0,0,2
financial accounting,0,0,0,2,0,0,2
financial conditions,0,0,2,0,0,0,2
financial contagion,0,0,0,0,2,0,2
financial environmental,0,2,0,0,0,0,2
financial literacy,0,0,0,2,0,0,2
financial market,0,0,0,0,2,0,2
financial stability,0,0,0,0,0,2,2
financial statements,0,0,0,2,0,0,2
find optimal,0,0,2,0,0,0,2
findings emphasize,0,0,0,2,0,0,2
findings emphasize need,0,0,0,2,0,0,2
findings first,0,0,0,0,0,2,2
findings illustrate,0,0,0,0,2,0,2
findings provide,0,0,0,0,0,2,2
findings recent,0,0,0,0,0,2,2
findings results,0,0,0,2,0,0,2
fdi kazakhstan,0,0,2,0,0,0,2
farsighted students,0,0,2,0,0,0,2
exporting companies,0,0,0,2,0,0,2
farsighted stable set,0,0,2,0,0,0,2
exposed violence,0,2,0,0,0,0,2
expost moral,0,2,0,0,0,0,2
expost moral hazard,0,2,0,0,0,0,2
expression gini,0,2,0,0,0,0,2
expression gini index,0,2,0,0,0,0,2
expressions correlations,0,0,0,0,2,0,2
extend results,0,0,0,2,0,0,2
extensive margins,0,0,0,0,2,0,2
extensively studied,0,0,0,2,0,0,2
external capital,2,0,0,0,0,0,2
external systems,0,0,0,0,0,2,2
extreme weather,2,0,0,0,0,0,2
extreme weather events,2,0,0,0,0,0,2
facility location,0,0,0,0,2,0,2
factor productivity,0,0,0,2,0,0,2
factors driving,0,0,2,0,0,0,2
factors influencing,0,0,0,2,0,0,2
factors loadings,0,0,2,0,0,0,2
failure modes,0,0,0,0,2,0,2
failures contingent,2,0,0,0,0,0,2
